feature,face1,face2,diff
depth_variance,2488.1749944187145,2406.101973235787,82.07302118292728
border_color_density_cohesion,107.5129215676856,104.09634199486908,3.4165795728165165
point_count,2401.0,2025.0,376.0
frequency_std,28.21009295011062,27.646175003888985,0.5639179462216362
high_frequency_content,207.39963921016542,203.55218935732205,3.8474498528433685
color_consistency,17.31915871881475,16.64600945925739,0.6731492595573627
skin_tone_consistency,0.6527901099651663,0.6880694498474642,-0.03527933988229792
laplacian_variance,6.54825639431986,7.640606436200569,-1.0923500418807093
multiscale_complexity,4.890672876238941,5.234229806242185,-0.3435569300032437
linearity,0.0745615035623584,0.0948988163865028,-0.020337312824144402
planarity,0.5394694148582818,0.48353381568289044,0.05593559917539137
scattering,0.3859690815793598,0.4215673679306068,-0.03559828635124701
anisotropy,0.3987931969491353,0.38262341451554127,0.016169782433594015
