feature,face1,face2,diff
depth_variance,2278.996926172649,2192.5841213778945,86.41280479475472
border_cohesion,0.2771610769957487,0.27210401891252955,0.005057058083219157
border_color_density_cohesion,125.6493440704266,113.37194960314443,12.277394467282164
color_consistency,10.671972447906622,11.796804684142224,-1.1248322362356014
skin_tone_consistency,0.7093888784637518,0.6927447184580422,0.016644160005709563
laplacian_variance,9.807207287900875,8.891353524009142,0.9158537638917323
multiscale_complexity,5.025578428435736,3.850215205900826,1.17536322253491
linearity,0.02588085553797646,0.027928184678647876,-0.002047329140671416
planarity,0.44929871976313057,0.4712932149798242,-0.02199449521669361
scattering,0.524820424698893,0.5007786003415279,0.024041824357365127
anisotropy,0.3842820190011749,0.3897796998043084,-0.005497680803133453
