feature,face1,face2,diff
depth_variance,1124.476403608728,1323.0458477139114,-198.56944410518327
border_cohesion,0.41767241379310344,1.0,-0.5823275862068966
border_color_density_cohesion,117.76217460562611,126.81273177614645,-9.050557170520335
point_count,2401.0,2601.0,-200.0
frequency_std,29.540751735239716,29.222512078463975,0.3182396567757415
high_frequency_content,207.9565630691741,211.00451391762363,-3.047950848449517
color_consistency,19.08489043364527,20.37283097740395,-1.2879405437586797
skin_tone_consistency,0.8442310623380582,0.8165013456362937,0.027729716701764495
laplacian_variance,9.918016648830362,7.910863600711938,2.0071530481184237
multiscale_complexity,5.719995427982902,5.605147380406515,0.11484804757638756
linearity,0.0435481320458621,0.048564900716909276,-0.005016768671047174
planarity,0.7848984886596152,0.7676075832352433,0.01729090542437195
scattering,0.1715533792945227,0.1838275160478475,-0.01227413675332481
anisotropy,0.33959921582333163,0.34591369660438315,-0.0063144807810515124
