feature,face1,face2,diff
edge_density,0.040321402483564646,0.040853905933023314,-0.0005325034494586683
border_cohesion,0.1938043386511353,0.17598599526310368,0.01781834338803162
border_color_density_cohesion,157.18502117254047,153.79056466937726,3.3944565031632123
border_edge_cohesion,0.012690951821386603,0.016886744540375826,-0.004195792718989223
point_count,2209.0,2025.0,184.0
frequency_std,31.643327393197865,30.992166995023304,0.6511603981745608
high_frequency_content,210.38844348035306,206.6758013015203,3.712642178832766
skin_tone_consistency,0.6949013878743608,0.733965856246684,-0.039064468372323136
laplacian_variance,39.42341325510455,41.6245199500323,-2.201106694927752
surface_roughness,0.17620810669513262,0.17420161890666372,0.0020064877884689025
multiscale_complexity,7.782770612162461,7.279198364548319,0.5035722476141427
linearity,0.3897822760696591,0.393896409933787,-0.0041141338641279
planarity,0.2520222252765558,0.2368962008417344,0.015126024434821417
scattering,0.3581954986537851,0.36920738922447854,-0.011011890570693461
anisotropy,0.3232025368780677,0.31009148233402534,0.013111054544042378
