feature,face1,face2,diff
edge_density,0.03390625,0.032769394909312605,0.0011368550906873942
border_cohesion,0.44749403341288785,0.4398148148148148,0.007679218598073023
border_color_density_cohesion,170.28075972724696,174.36649286236843,-4.0857331351214725
border_edge_cohesion,0.025,0.024691358024691357,0.00030864197530864473
point_count,256.0,289.0,-33.0
surface_roughness,0.21517967346670067,0.21264093790627425,0.002538735560426414
multiscale_complexity,7.136879822560018,7.628521379292458,-0.49164155673244014
linearity,0.8947297750289472,0.8774031065392218,0.017326668489725416
planarity,0.03577355252664181,0.022551334554676537,0.01322221797196527
scattering,0.06949667244441103,0.10004555890610171,-0.030548886461690683
