feature,face1,face2,diff
structural_entropy,7.216249465942383,7.213972091674805,0.002277374267578125
frequency_std,29.43702468210425,29.303002165286937,0.13402251681731414
high_frequency_content,184.41670975493162,180.5405492342545,3.8761605206771037
depth_variance,1704.4525590869362,1635.6432151794434,68.8093439074928
border_color_density_cohesion,99.18807849856498,95.12688693822754,4.061191560337434
color_consistency,9.050472315072795,8.292663620196517,0.7578086948762781
focus_measure,38.53237463137709,42.89535495266318,-4.362980321286095
laplacian_variance,38.53237463137709,42.89535495266318,-4.362980321286095
point_count,1156.0,1024.0,132.0
multiscale_complexity,6.124172228434335,4.607480561794898,1.5166916666394368
blur_consistency,8.235059805940125,13.314853837180394,-5.079794031240269
texture_variation,835.9670531962021,538.3327293395996,297.63432385660246
scattering,0.8872385959251382,0.8139869349571057,0.07325166096803248
