feature,face1,face2,diff
blur_consistency,7.932213159998016,270.9698247186447,-263.0376115586467
point_count,2401.0,45369.0,-42968.0
focus_measure,22.839014791985274,176.77065810020474,-153.93164330821946
laplacian_variance,22.839014791985274,176.77065810020474,-153.93164330821946
texture_variation,801.9816715269096,115.45218100270745,686.5294905242022
multiscale_complexity,6.740271641567213,1.7885260427302898,4.951745598836923
high_frequency_content,211.62937232828742,209.81977600280715,1.8095963254802712
structural_entropy,7.438968658447266,7.362367630004883,0.07660102844238281
color_consistency,16.163333541119783,15.69238550353207,0.4709480375877142
border_color_density_cohesion,138.91394589855577,120.7134501145407,18.20049578401506
depth_variance,2665.3938177571094,2213.4061501446354,451.98766761247407
frequency_std,30.400468098650155,23.63647912937097,6.763988969279186
cluster_coherence,0.8837232126304776,0.8661323573144049,0.01759085531607274
