image,verdict,winner,advantage_score,confidence,corrected_verdict,corrected_winner,corrected_advantage,corrected_confidence,weighted_score,random_forest,xgboost,svm,statistical,method_consistency,feature_agreement,prediction_strength,feature_quality
df16,Face 1 (Left) is more authentic,Face 1,0.09842615885784854,13.60386298867981,Face 2 (Right) is more authentic,Face 2,0.01250317493853459,38.794720477062576,0.07932737442947871,-0.028000000000000004,0.0,0.01608353106741296,0.031015253360956882,-0.04642637864891708,0.15384615384615385,0.0077213079428924275,0.2
