feature,face1,face2,diff
border_cohesion,1.0,1.0,0.0
structural_entropy,7.278267860412598,7.270776748657227,0.007491111755371094
border_color_density_cohesion,111.44707140587613,111.60911570726968,-0.16204430139354997
high_frequency_content,211.63329067033052,212.02229406269677,-0.3890033923662486
frequency_std,31.210012752967867,31.004908901471183,0.2051038514966841
depth_variance,1640.922291820729,1623.0938108308858,17.82848098984323
color_consistency,19.511571306020166,20.1376813017698,-0.6261099957496334
laplacian_variance,33.98435507655645,29.481695232566082,4.502659843990365
focus_measure,33.98435507655645,29.481695232566082,4.502659843990365
multiscale_complexity,5.6134784747376765,6.506712855223659,-0.8932343804859828
blur_consistency,14.304994954433916,12.180089493347163,2.124905461086753
point_count,2916.0,1936.0,980.0
texture_variation,694.1322936130257,1144.4188107775253,-450.2865171644996
