feature,face1,face2,diff
edge_density,0.02279513888888889,0.019018416813832987,0.003776722075055902
border_color_density_cohesion,76.7908911548949,83.85776560083309,-7.066874445938197
border_edge_cohesion,0.011180555555555555,0.01250786658275645,-0.0013273110272008955
point_count,3600.0,2116.0,1484.0
frequency_std,30.72065187544464,29.91520367987654,0.8054481955681005
high_frequency_content,214.5343868244173,210.30099495708797,4.233391867329345
color_consistency,15.622359614271467,15.257473169824383,0.36488644444708385
skin_tone_consistency,0.46621527777777777,0.5106444914514157,-0.04442921367363789
laplacian_variance,33.85419366198881,30.64286401302459,3.2113296489642202
surface_roughness,0.11780815563634414,0.11600833128037134,0.0017998243559727983
multiscale_complexity,5.300942828191631,5.8348567736658055,-0.5339139454741746
linearity,0.035576957729506316,0.03948519046755575,-0.003908232738049432
planarity,0.4533537917716144,0.41187168276470615,0.04148210900690824
scattering,0.5110692504988793,0.5486431267677381,-0.037573876268858775
anisotropy,0.4303166341041797,0.4200526143734477,0.010264019730731988
