feature,face1,face2,diff
border_cohesion,0.35467625899280575,0.43805309734513276,-0.08337683835232701
border_color_density_cohesion,151.3119947849661,109.79411352342143,41.51788126154466
border_edge_cohesion,0.034774985388661604,0.024691358024691357,0.010083627363970248
point_count,13924.0,11664.0,2260.0
frequency_std,31.5015051860614,27.90633206707606,3.5951731189853398
high_frequency_content,185.40611903744895,177.8670315942631,7.539087443185849
color_consistency,16.454720534751644,13.354272234421362,3.1004483003302816
skin_tone_consistency,0.8070238437230681,0.8816015089163237,-0.0745776651932556
blur_consistency,110.77188593022446,62.00298725510882,48.768898675115636
focus_measure,251.88295885444856,165.99913195914505,85.88382689530351
laplacian_variance,251.88295885444856,165.99913195914505,85.88382689530351
surface_roughness,0.2432936567127863,0.20053115153784537,0.04276250517494093
multiscale_complexity,3.590963231961062,2.8918457000077846,0.6991175319532772
linearity,0.6999841103430099,0.6696768692371559,0.030307241105854033
planarity,0.043656152685913274,0.07206476042336454,-0.02840860773745127
