feature,face1,face2,diff
depth_variance,2338.4437666666668,2240.813850617284,97.6299160493827
edge_density,0.04310029951055592,0.048541666666666664,-0.005441367156110745
border_cohesion,0.34448398576512457,0.3243416827231856,0.02014230304193898
border_color_density_cohesion,103.78421034074634,101.708644319658,2.075566021088335
border_edge_cohesion,0.025935750073681107,0.02638888888888889,-0.000453138815207782
frequency_std,29.70351644491512,29.07647378849906,0.6270426564160587
color_consistency,12.273715052320004,12.121355582434768,0.1523594698852353
skin_tone_consistency,0.6838337351157864,0.65875,0.025083735115786432
surface_roughness,0.1662382504126548,0.1598200774431549,0.006418172969499897
multiscale_complexity,6.291702251043914,4.806316332560957,1.4853859184829563
linearity,0.5497535828053216,0.5365434131029082,0.013210169702413399
planarity,0.12162742401037621,0.1336040552735129,-0.011976631263136694
anisotropy,0.34058940015465816,0.35003517664259565,-0.009445776487937485
