feature,face1,face2,diff
high_frequency_content,172.49960427803447,172.84918441133377,-0.34958013329929827
structural_entropy,7.171943664550781,7.151534080505371,0.020409584045410156
frequency_std,29.692214697859235,29.21408105697737,0.4781336408818646
depth_variance,1744.8458240000002,1783.0398336017647,-38.19400960176449
multiscale_complexity,5.654775892338285,5.83049229556974,-0.17571640323145488
color_consistency,11.396845353525201,11.89426411065711,-0.49741875713190886
border_color_density_cohesion,120.14017768073671,128.2049233591253,-8.06474567838859
point_count,625.0,676.0,-51.0
texture_variation,695.2299673599999,636.0517204404607,59.17824691953922
blur_consistency,7.726649826970528,7.008715193753767,0.7179346332167604
focus_measure,43.52233776,38.742350297551205,4.779987462448794
laplacian_variance,43.52233776,38.742350297551205,4.779987462448794
cluster_coherence,0.81535555030775,0.8172786591186514,-0.0019231088109014083
